,Region,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2007-04-01,Nevada,73,7,95,17,14,,0,,,55,10,55,0,55,1,55,1,55,0,55,0,55,0,55,0,55,0,74,8,74,0,74,1,74,0,74,0,74,0,74,0,74,0,74,0,58,14,58,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,52,46,52,1,52,4,52,2,52,1,52,0,52,0,52,0,52,0
2007-05-01,Nevada,100,20,0,30,12,,0,,,63,14,63,1,63,0,63,1,63,0,63,0,63,0,63,0,63,0,71,11,71,1,71,0,71,1,71,0,71,0,71,0,71,0,71,0,55,19,55,1,55,0,55,1,55,0,55,0,55,0,55,0,55,0,63,63,63,3,63,0,63,4,63,1,63,0,63,0,63,0,63,0
2007-06-01,Nevada,24,0,0,8,39,,28,,,58,3,58,0,58,0,58,0,58,1,58,0,58,1,58,0,58,0,70,3,70,0,70,0,70,0,70,1,70,0,70,0,70,0,70,0,53,5,53,0,53,0,53,0,53,1,53,0,53,1,53,0,53,0,54,15,54,0,54,0,54,1,54,3,54,0,54,2,54,0,54,0
2007-07-01,Nevada,21,7,0,15,13,,14,,,59,3,59,0,59,0,59,1,59,0,59,0,59,0,59,0,59,0,69,2,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,44,4,44,0,44,0,44,1,44,0,44,0,44,0,44,0,44,0,44,14,44,1,44,0,44,2,44,1,44,0,44,1,44,0,44,0
2007-08-01,Nevada,33,13,0,8,12,,0,,,53,5,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,72,4,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,44,6,44,1,44,0,44,0,44,0,44,0,44,0,44,0,44,0,39,21,39,2,39,0,39,1,39,1,39,0,39,0,39,0,39,0
2007-09-01,Nevada,23,7,0,23,25,,41,,,58,3,58,0,58,0,58,1,58,1,58,0,58,1,58,0,58,0,77,3,77,0,77,0,77,1,77,0,77,0,77,1,77,0,77,0,56,4,56,0,56,0,56,1,56,1,56,0,56,1,56,0,56,0,47,15,47,1,47,0,47,3,47,2,47,0,47,3,47,0,47,0
2007-10-01,Nevada,54,6,27,28,69,,12,,,50,8,50,0,50,0,50,1,50,1,50,0,50,0,50,0,50,0,76,6,76,0,76,0,76,1,76,1,76,0,76,0,76,0,76,0,51,10,51,0,51,0,51,1,51,2,51,0,51,0,51,0,51,0,57,34,57,1,57,1,57,4,57,6,57,0,57,1,57,0,57,0
2007-11-01,Nevada,65,13,27,14,24,,26,,,55,9,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,69,7,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,49,13,49,1,49,0,49,1,49,1,49,0,49,1,49,0,49,0,59,41,59,2,59,1,59,2,59,2,59,0,59,2,59,0,59,0
2007-12-01,Nevada,30,6,28,36,0,,0,,,44,4,44,0,44,0,44,1,44,0,44,0,44,0,44,0,44,0,63,3,63,0,63,0,63,1,63,0,63,0,63,0,63,0,63,0,41,6,41,0,41,0,41,2,41,0,41,0,41,0,41,0,41,0,53,19,53,1,53,1,53,5,53,0,53,0,53,0,53,0,53,0
2008-01-01,Nevada,30,29,0,7,42,,34,,,64,4,64,1,64,0,64,0,64,1,64,0,64,1,64,0,64,0,73,3,73,1,73,0,73,0,73,1,73,0,73,1,73,0,73,0,52,6,52,1,52,0,52,0,52,1,52,0,52,1,52,0,52,0,50,19,50,5,50,0,50,1,50,4,50,0,50,3,50,0,50,0
2008-02-01,Nevada,50,12,51,61,0,,48,,,62,7,62,0,62,0,62,2,62,0,62,0,62,1,62,0,62,0,72,6,72,0,72,0,72,2,72,0,72,0,72,1,72,0,72,0,52,10,52,1,52,1,52,3,52,0,52,0,52,1,52,0,52,0,53,32,53,2,53,2,53,9,53,0,53,0,53,4,53,0,53,0
2008-03-01,Nevada,52,23,0,13,21,,23,,,58,7,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,79,6,79,1,79,0,79,0,79,0,79,0,79,0,79,0,79,0,52,10,52,1,52,0,52,1,52,1,52,0,52,1,52,0,52,0,36,33,36,4,36,0,36,2,36,2,36,0,36,2,36,0,36,0
2008-04-01,Nevada,53,16,0,18,20,,11,,,63,8,63,1,63,0,63,1,63,0,63,0,63,0,63,0,63,0,65,6,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,49,10,49,1,49,0,49,1,49,1,49,0,49,0,49,0,49,0,58,34,58,3,58,0,58,3,58,2,58,0,58,1,58,0,58,0
2008-05-01,Nevada,67,16,45,36,19,,21,,,60,10,60,1,60,0,60,1,60,0,60,0,60,0,60,0,60,0,70,8,70,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,46,13,46,1,46,1,46,2,46,1,46,0,46,1,46,0,46,0,61,43,61,3,61,2,61,5,61,2,61,0,61,2,61,0,61,0
2008-06-01,Nevada,17,11,0,19,10,,0,,,63,2,63,0,63,0,63,1,63,0,63,0,63,0,63,0,63,0,79,2,79,0,79,0,79,0,79,0,79,0,79,0,79,0,79,0,49,3,49,1,49,0,49,1,49,0,49,0,49,0,49,0,49,0,45,11,45,2,45,0,45,3,45,1,45,0,45,0,45,0,45,0
2008-07-01,Nevada,20,5,0,23,38,,52,,,75,3,75,0,75,0,75,1,75,1,75,0,75,1,75,0,75,0,72,2,72,0,72,0,72,1,72,1,72,0,72,1,72,0,72,0,39,4,39,0,39,0,39,1,39,1,39,0,39,1,39,0,39,0,58,13,58,1,58,0,58,3,58,3,58,0,58,4,58,0,58,0
2008-08-01,Nevada,12,15,0,29,19,,0,,,64,2,64,1,64,0,64,1,64,0,64,0,64,0,64,0,64,0,66,1,66,0,66,0,66,1,66,0,66,0,66,0,66,0,66,0,40,2,40,1,40,0,40,1,40,1,40,0,40,0,40,0,40,0,32,8,32,3,32,0,32,4,32,2,32,0,32,0,32,0,32,0
2008-09-01,Nevada,15,10,0,52,84,,30,,,69,2,69,0,69,0,69,2,69,2,69,0,69,1,69,0,69,0,70,2,70,0,70,0,70,1,70,1,70,0,70,0,70,0,70,0,51,3,51,1,51,0,51,2,51,2,51,0,51,1,51,0,51,0,47,9,47,2,47,0,47,8,47,7,47,0,47,2,47,0,47,0
2008-10-01,Nevada,20,14,60,21,43,,56,,,67,3,67,1,67,1,67,1,67,1,67,0,67,1,67,0,67,0,77,2,77,0,77,0,77,1,77,1,77,0,77,1,77,0,77,0,56,4,56,1,56,1,56,1,56,1,56,0,56,1,56,0,56,0,48,12,48,2,48,2,48,3,48,4,48,0,48,5,48,0,48,0
2008-11-01,Nevada,24,15,0,23,19,,10,,,66,3,66,1,66,0,66,1,66,0,66,0,66,0,66,0,66,0,69,3,69,0,69,0,69,1,69,0,69,0,69,0,69,0,69,0,53,5,53,1,53,0,53,1,53,1,53,0,53,0,53,0,53,0,50,15,50,3,50,0,50,3,50,2,50,0,50,1,50,0,50,0
2008-12-01,Nevada,25,24,0,49,35,,38,,,55,4,55,1,55,0,55,2,55,1,55,0,55,1,55,0,55,0,57,3,57,1,57,0,57,1,57,1,57,0,57,1,57,0,57,0,41,5,41,1,41,0,41,2,41,1,41,0,41,1,41,0,41,0,51,16,51,4,51,0,51,7,51,3,51,0,51,3,51,0,51,0
2009-01-01,Nevada,19,23,19,26,58,,27,,,75,3,75,1,75,0,75,1,75,1,75,0,75,1,75,0,75,0,68,2,68,1,68,0,68,1,68,1,68,0,68,0,68,0,68,0,50,4,50,1,50,0,50,1,50,2,50,0,50,1,50,0,50,0,49,12,49,4,49,1,49,4,49,5,49,0,49,2,49,0,49,0
2009-02-01,Nevada,24,24,41,43,26,,19,,,72,3,72,1,72,0,72,1,72,1,72,0,72,0,72,0,72,0,69,3,69,1,69,0,69,1,69,0,69,0,69,0,69,0,69,0,52,5,52,1,52,0,52,2,52,1,52,0,52,0,52,0,52,0,57,15,57,4,57,2,57,6,57,2,57,0,57,2,57,0,57,0
2009-03-01,Nevada,32,68,18,43,39,,59,,,68,5,68,3,68,0,68,1,68,1,68,0,68,1,68,0,68,0,69,4,69,2,69,0,69,1,69,1,69,0,69,1,69,0,69,0,52,6,52,3,52,0,52,2,52,1,52,0,52,1,52,0,52,0,52,20,52,11,52,1,52,6,52,3,52,0,52,5,52,0,52,0
2009-04-01,Nevada,51,49,0,71,25,,18,,,65,7,65,2,65,0,65,2,65,0,65,0,65,0,65,0,65,0,67,6,67,1,67,0,67,2,67,0,67,0,67,0,67,0,67,0,55,10,55,2,55,0,55,3,55,1,55,0,55,0,55,0,55,0,48,32,48,8,48,0,48,10,48,2,48,0,48,1,48,0,48,0
2009-05-01,Nevada,21,22,0,45,24,,53,,,79,3,79,1,79,0,79,1,79,0,79,0,79,1,79,0,79,0,66,2,66,1,66,0,66,1,66,0,66,0,66,1,66,0,66,0,53,4,53,1,53,0,53,2,53,1,53,0,53,1,53,0,53,0,44,13,44,4,44,0,44,7,44,2,44,0,44,4,44,0,44,0
2009-06-01,Nevada,20,27,0,20,33,,18,,,67,3,67,1,67,0,67,1,67,1,67,0,67,0,67,0,67,0,73,2,73,1,73,0,73,1,73,1,73,0,73,0,73,0,73,0,45,4,45,1,45,0,45,1,45,1,45,0,45,0,45,0,45,0,42,13,42,4,42,0,42,3,42,3,42,0,42,1,42,0,42,0
2009-07-01,Nevada,14,13,0,59,24,,79,,,73,2,73,0,73,0,73,2,73,0,73,0,73,1,73,0,73,0,76,2,76,0,76,0,76,2,76,0,76,0,76,1,76,0,76,0,47,3,47,1,47,0,47,3,47,1,47,0,47,2,47,0,47,0,52,9,52,2,52,0,52,9,52,2,52,0,52,6,52,0,52,0
2009-08-01,Nevada,8,4,0,39,16,,35,,,69,1,69,0,69,0,69,1,69,0,69,0,69,1,69,0,69,0,88,1,88,0,88,0,88,1,88,0,88,0,88,1,88,0,88,0,47,2,47,0,47,0,47,2,47,0,47,0,47,1,47,0,47,0,50,5,50,1,50,0,50,6,50,1,50,0,50,3,50,0,50,0
2009-09-01,Nevada,21,17,55,34,16,,25,,,77,3,77,1,77,0,77,1,77,0,77,0,77,0,77,0,77,0,75,2,75,1,75,0,75,1,75,0,75,0,75,0,75,0,75,0,58,4,58,1,58,1,58,2,58,0,58,0,58,1,58,0,58,0,47,13,47,3,47,2,47,5,47,1,47,0,47,2,47,0,47,0
2009-10-01,Nevada,22,37,18,33,31,,100,,,70,3,70,1,70,0,70,1,70,1,70,0,70,2,70,0,70,0,89,2,89,1,89,0,89,1,89,0,89,0,89,1,89,0,89,0,56,4,56,2,56,0,56,1,56,1,56,0,56,3,56,0,56,0,41,14,41,6,41,1,41,5,41,3,41,0,41,8,41,0,41,0
2009-11-01,Nevada,45,38,0,44,32,,43,,,66,6,66,1,66,0,66,1,66,1,66,0,66,1,66,0,66,0,88,5,88,1,88,0,88,1,88,1,88,0,88,1,88,0,88,0,53,9,53,2,53,0,53,2,53,1,53,0,53,1,53,0,53,0,58,28,58,6,58,0,58,6,58,3,58,0,58,4,58,0,58,0
2009-12-01,Nevada,54,70,0,14,31,,42,,,60,8,60,3,60,0,60,0,60,1,60,0,60,1,60,0,60,0,72,6,72,2,72,0,72,0,72,0,72,0,72,1,72,0,72,0,42,11,42,4,42,0,42,1,42,1,42,0,42,1,42,0,42,0,45,34,45,12,45,0,45,2,45,3,45,0,45,3,45,0,45,0
2010-01-01,Nevada,17,27,0,62,51,,55,,,72,3,72,1,72,0,72,2,72,1,72,0,72,1,72,0,72,0,75,2,75,1,75,0,75,2,75,1,75,0,75,1,75,0,75,0,55,3,55,1,55,0,55,3,55,1,55,0,55,1,55,0,55,0,54,11,54,5,54,0,54,9,54,5,54,0,54,4,54,0,54,0
2010-02-01,Nevada,23,25,18,38,46,,17,,,67,3,67,1,67,0,67,1,67,1,67,0,67,0,67,0,67,0,73,3,73,1,73,0,73,1,73,1,73,0,73,0,73,0,73,0,60,4,60,1,60,0,60,2,60,1,60,0,60,0,60,0,60,0,50,15,50,4,50,1,50,6,50,4,50,0,50,1,50,0,50,0
2010-03-01,Nevada,37,29,0,70,20,,36,,,63,5,63,1,63,0,63,2,63,0,63,0,63,1,63,0,63,0,100,4,100,1,100,0,100,2,100,0,100,0,100,1,100,0,100,0,59,7,59,1,59,0,59,3,59,1,59,0,59,1,59,0,59,0,57,24,57,5,57,0,57,10,57,2,57,0,57,3,57,0,57,0
2010-04-01,Nevada,26,81,17,61,57,,46,,,70,4,70,3,70,0,70,2,70,1,70,0,70,1,70,0,70,0,75,3,75,2,75,0,75,2,75,1,75,0,75,1,75,0,75,0,67,5,67,4,67,0,67,3,67,2,67,0,67,1,67,0,67,0,57,17,57,13,57,1,57,9,57,5,57,0,57,4,57,0,57,0
2010-05-01,Nevada,19,20,17,100,7,,24,,,63,3,63,1,63,0,63,3,63,0,63,0,63,0,63,0,63,0,63,2,63,1,63,0,63,3,63,0,63,0,63,0,63,0,63,0,56,4,56,1,56,0,56,4,56,0,56,0,56,1,56,0,56,0,54,12,54,3,54,1,54,15,54,1,54,0,54,2,54,0,54,0
2010-06-01,Nevada,11,13,18,19,39,,26,,,63,2,63,0,63,0,63,1,63,1,63,0,63,0,63,0,63,0,70,1,70,0,70,0,70,1,70,1,70,0,70,0,70,0,70,0,42,2,42,1,42,0,42,1,42,1,42,0,42,1,42,0,42,0,49,7,49,2,49,1,49,3,49,4,49,0,49,2,49,0,49,0
2010-07-01,Nevada,9,4,0,27,22,,16,,,64,1,64,0,64,0,64,1,64,0,64,0,64,0,64,0,64,0,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,41,2,41,0,41,0,41,1,41,1,41,0,41,0,41,0,41,0,43,6,43,1,43,0,43,4,43,2,43,0,43,1,43,0,43,0
2010-08-01,Nevada,7,23,0,17,21,,31,,,69,1,69,1,69,0,69,1,69,0,69,0,69,1,69,0,69,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,43,1,43,1,43,0,43,1,43,1,43,0,43,1,43,0,43,0,42,4,42,4,42,0,42,3,42,2,42,0,42,2,42,0,42,0
2010-09-01,Nevada,13,8,16,35,14,,23,,,73,2,73,0,73,0,73,1,73,0,73,0,73,0,73,0,73,0,72,1,72,0,72,0,72,1,72,0,72,0,72,0,72,0,72,0,56,3,56,0,56,0,56,2,56,0,56,0,56,1,56,0,56,0,40,8,40,1,40,1,40,5,40,1,40,0,40,2,40,0,40,0
2010-10-01,Nevada,14,15,31,50,40,,44,,,59,2,59,1,59,0,59,2,59,1,59,0,59,1,59,0,59,0,71,2,71,0,71,0,71,1,71,1,71,0,71,1,71,0,71,0,52,3,52,1,52,0,52,2,52,1,52,0,52,1,52,0,52,0,48,9,48,2,48,1,48,7,48,4,48,0,48,4,48,0,48,0
2010-11-01,Nevada,19,29,31,29,34,,0,,,62,3,62,1,62,0,62,1,62,1,62,0,62,0,62,0,62,0,69,2,69,1,69,0,69,1,69,1,69,0,69,0,69,0,69,0,48,4,48,1,48,0,48,1,48,1,48,0,48,0,48,0,48,0,69,12,69,5,69,1,69,4,69,3,69,0,69,0,69,0,69,0
2010-12-01,Nevada,16,29,47,21,40,,51,,,54,2,54,1,54,0,54,1,54,1,54,0,54,1,54,0,54,0,57,2,57,1,57,0,57,1,57,1,57,0,57,1,57,0,57,0,42,3,42,1,42,1,42,1,42,1,42,0,42,1,42,0,42,0,53,10,53,5,53,2,53,3,53,4,53,0,53,4,53,0,53,0
2011-01-01,Nevada,14,24,10,22,13,,28,,,56,2,56,1,56,0,56,1,56,0,56,0,56,1,56,0,56,0,69,2,69,1,69,0,69,1,69,0,69,0,69,0,69,0,69,0,47,3,47,1,47,0,47,1,47,0,47,0,47,1,47,0,47,0,50,9,50,4,50,0,50,3,50,1,50,0,50,2,50,0,50,0
2011-02-01,Nevada,13,10,11,37,32,,25,,,53,2,53,0,53,0,53,1,53,1,53,0,53,0,53,0,53,0,64,1,64,0,64,0,64,1,64,1,64,0,64,0,64,0,64,0,49,3,49,1,49,0,49,2,49,1,49,0,49,1,49,0,49,0,47,8,47,2,47,0,47,5,47,3,47,0,47,2,47,0,47,0
2011-03-01,Nevada,14,23,29,39,38,,27,,,54,2,54,1,54,0,54,1,54,1,54,0,54,1,54,0,54,0,62,2,62,1,62,0,62,1,62,1,62,0,62,0,62,0,62,0,49,3,49,1,49,0,49,2,49,1,49,0,49,1,49,0,49,0,56,9,56,4,56,1,56,6,56,3,56,0,56,2,56,0,56,0
2011-04-01,Nevada,18,21,0,40,30,,33,,,53,3,53,1,53,0,53,1,53,1,53,0,53,1,53,0,53,0,61,2,61,1,61,0,61,1,61,0,61,0,61,0,61,0,61,0,50,3,50,1,50,0,50,2,50,1,50,0,50,1,50,0,50,0,45,11,45,3,45,0,45,6,45,3,45,0,45,3,45,0,45,0
2011-05-01,Nevada,14,25,0,59,21,,59,,,55,2,55,1,55,0,55,2,55,0,55,0,55,1,55,0,55,0,60,2,60,1,60,0,60,2,60,0,60,0,60,1,60,0,60,0,45,3,45,1,45,0,45,3,45,1,45,0,45,1,45,0,45,0,50,9,50,4,50,0,50,9,50,2,50,0,50,5,50,0,50,0
2011-06-01,Nevada,14,17,41,22,17,,24,,,59,2,59,1,59,0,59,1,59,0,59,0,59,0,59,0,59,0,62,2,62,0,62,0,62,1,62,0,62,0,62,0,62,0,62,0,39,3,39,1,39,0,39,1,39,0,39,0,39,1,39,0,39,0,53,9,53,3,53,2,53,3,53,2,53,0,53,2,53,0,53,0
2011-07-01,Nevada,9,9,30,19,39,,14,,,55,1,55,0,55,0,55,1,55,1,55,0,55,0,55,0,55,0,61,1,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,35,2,35,0,35,0,35,1,35,1,35,0,35,0,35,0,35,0,49,5,49,2,49,1,49,3,49,3,49,0,49,1,49,0,49,0
2011-08-01,Nevada,7,6,0,15,28,,13,,,54,1,54,0,54,0,54,0,54,1,54,0,54,0,54,0,54,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,36,1,36,0,36,0,36,1,36,1,36,0,36,0,36,0,36,0,48,4,48,1,48,0,48,2,48,2,48,0,48,1,48,0,48,0
2011-09-01,Nevada,8,18,0,25,41,,27,,,55,1,55,1,55,0,55,1,55,1,55,0,55,0,55,0,55,0,65,1,65,1,65,0,65,1,65,1,65,0,65,0,65,0,65,0,41,1,41,1,41,0,41,1,41,1,41,0,41,1,41,0,41,0,47,5,47,3,47,0,47,4,47,4,47,0,47,2,47,0,47,0
2011-10-01,Nevada,11,21,27,14,20,,25,,,53,2,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,60,1,60,1,60,0,60,0,60,0,60,0,60,0,60,0,60,0,42,2,42,1,42,0,42,1,42,1,42,0,42,1,42,0,42,0,43,7,43,3,43,1,43,2,43,2,43,0,43,2,43,0,43,0
2011-11-01,Nevada,13,36,0,11,45,,12,,,48,2,48,1,48,0,48,0,48,1,48,0,48,0,48,0,48,0,56,1,56,1,56,0,56,0,56,1,56,0,56,0,56,0,56,0,40,2,40,2,40,0,40,1,40,1,40,0,40,0,40,0,40,0,49,8,49,6,49,0,49,2,49,4,49,0,49,1,49,0,49,0
2011-12-01,Nevada,8,18,6,12,25,,17,,,41,1,41,1,41,0,41,0,41,1,41,0,41,0,41,0,41,0,49,1,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,28,2,28,1,28,0,28,1,28,1,28,0,28,0,28,0,28,0,48,5,48,3,48,0,48,2,48,2,48,0,48,1,48,0,48,0
2012-01-01,Nevada,6,20,6,12,17,,18,,,54,1,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,1,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,35,1,35,1,35,0,35,1,35,0,35,0,35,0,35,0,35,0,43,3,43,3,43,0,43,2,43,1,43,0,43,1,43,0,43,0
2012-02-01,Nevada,9,24,9,31,18,,28,,,50,1,50,1,50,0,50,1,50,0,50,0,50,1,50,0,50,0,63,1,63,1,63,0,63,1,63,0,63,0,63,0,63,0,63,0,47,2,47,1,47,0,47,1,47,0,47,0,47,1,47,0,47,0,56,6,56,4,56,0,56,5,56,2,56,0,56,2,56,0,56,0
2012-03-01,Nevada,13,40,32,17,17,,29,,,49,2,49,1,49,0,49,1,49,0,49,0,49,1,49,0,49,0,59,1,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,41,2,41,2,41,0,41,1,41,0,41,0,41,1,41,0,41,0,46,8,46,7,46,1,46,2,46,2,46,0,46,2,46,0,46,0
2012-04-01,Nevada,12,19,8,28,49,,8,,,51,2,51,1,51,0,51,1,51,1,51,0,51,0,51,0,51,0,63,1,63,1,63,0,63,1,63,1,63,0,63,0,63,0,63,0,41,2,41,1,41,0,41,1,41,1,41,0,41,0,41,0,41,0,48,8,48,3,48,0,48,4,48,4,48,0,48,1,48,0,48,0
2012-05-01,Nevada,9,13,28,22,21,,32,,,54,1,54,0,54,0,54,1,54,0,54,0,54,1,54,0,54,0,60,1,60,0,60,0,60,1,60,0,60,0,60,0,60,0,60,0,41,2,41,1,41,0,41,1,41,1,41,0,41,1,41,0,41,0,47,6,47,2,47,1,47,3,47,2,47,0,47,3,47,0,47,0
2012-06-01,Nevada,6,11,8,18,16,,14,,,56,1,56,0,56,0,56,1,56,0,56,0,56,0,56,0,56,0,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,33,1,33,1,33,0,33,1,33,0,33,0,33,0,33,0,33,0,45,4,45,2,45,0,45,3,45,1,45,0,45,1,45,0,45,0
2012-07-01,Nevada,5,15,16,8,30,,18,,,56,1,56,1,56,0,56,0,56,1,56,0,56,0,56,0,56,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,30,1,30,1,30,0,30,0,30,1,30,0,30,0,30,0,30,0,43,3,43,2,43,1,43,1,43,3,43,0,43,1,43,0,43,0
2012-08-01,Nevada,5,13,8,12,10,,37,,,57,1,57,0,57,0,57,0,57,0,57,0,57,1,57,0,57,0,66,1,66,0,66,0,66,0,66,0,66,0,66,1,66,0,66,0,35,1,35,1,35,0,35,1,35,0,35,0,35,1,35,0,35,0,38,3,38,2,38,0,38,2,38,1,38,0,38,3,38,0,38,0
2012-09-01,Nevada,11,18,15,8,36,,36,,,58,2,58,1,58,0,58,0,58,1,58,0,58,1,58,0,58,0,63,1,63,1,63,0,63,0,63,1,63,0,63,1,63,0,63,0,44,2,44,1,44,0,44,0,44,1,44,0,44,1,44,0,44,0,45,7,45,3,45,1,45,1,45,3,45,0,45,3,45,0,45,0
2012-10-01,Nevada,10,13,8,22,32,,35,,,50,1,50,0,50,0,50,1,50,1,50,0,50,1,50,0,50,0,62,1,62,0,62,0,62,1,62,1,62,0,62,1,62,0,62,0,44,2,44,1,44,0,44,1,44,1,44,0,44,1,44,0,44,0,43,6,43,2,43,0,43,3,43,3,43,0,43,3,43,0,43,0
2012-11-01,Nevada,9,40,8,24,20,,39,,,49,1,49,1,49,0,49,1,49,0,49,0,49,1,49,0,49,0,61,1,61,1,61,0,61,1,61,0,61,0,61,1,61,0,61,0,43,2,43,2,43,0,43,1,43,1,43,0,43,1,43,0,43,0,47,6,47,7,47,0,47,3,47,2,47,0,47,3,47,0,47,0
2012-12-01,Nevada,9,20,15,12,22,,35,,,42,1,42,1,42,0,42,0,42,0,42,0,42,1,42,0,42,0,48,1,48,1,48,0,48,0,48,0,48,0,48,1,48,0,48,0,35,2,35,1,35,0,35,1,35,1,35,0,35,1,35,0,35,0,43,5,43,3,43,1,43,2,43,2,43,0,43,3,43,0,43,0
2013-01-01,Nevada,6,22,16,9,16,,15,,,51,1,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,31,1,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,50,4,50,4,50,1,50,1,50,1,50,0,50,1,50,0,50,0
2013-02-01,Nevada,6,12,6,21,32,,11,,,52,1,52,0,52,0,52,1,52,1,52,0,52,0,52,0,52,0,57,1,57,0,57,0,57,1,57,1,57,0,57,0,57,0,57,0,41,1,41,1,41,0,41,1,41,1,41,0,41,0,41,0,41,0,42,4,42,2,42,0,42,3,42,3,42,0,42,1,42,0,42,0
2013-03-01,Nevada,13,16,20,23,23,,25,,,53,2,53,1,53,0,53,1,53,0,53,0,53,0,53,0,53,0,61,2,61,0,61,0,61,1,61,0,61,0,61,0,61,0,61,0,43,3,43,1,43,0,43,1,43,1,43,0,43,1,43,0,43,0,45,9,45,3,45,1,45,3,45,2,45,0,45,2,45,0,45,0
2013-04-01,Nevada,17,33,26,26,31,,28,,,55,2,55,1,55,0,55,1,55,1,55,0,55,1,55,0,55,0,67,2,67,1,67,0,67,1,67,0,67,0,67,0,67,0,67,0,41,3,41,2,41,0,41,1,41,1,41,0,41,1,41,0,41,0,45,11,45,5,45,1,45,4,45,3,45,0,45,2,45,0,45,0
2013-05-01,Nevada,13,18,32,24,6,,36,,,54,2,54,1,54,0,54,1,54,0,54,0,54,1,54,0,54,0,61,1,61,1,61,0,61,1,61,0,61,0,61,1,61,0,61,0,43,2,43,1,43,0,43,1,43,0,43,0,43,1,43,0,43,0,42,8,42,3,42,1,42,3,42,0,42,0,42,3,42,0,42,0
2013-06-01,Nevada,4,18,7,12,34,,22,,,58,1,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,57,0,57,1,57,0,57,0,57,1,57,0,57,0,57,0,57,0,26,1,26,1,26,0,26,1,26,1,26,0,26,1,26,0,26,0,49,3,49,3,49,0,49,2,49,3,49,0,49,2,49,0,49,0
2013-07-01,Nevada,4,16,5,14,11,,19,,,51,1,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,26,1,26,1,26,0,26,1,26,0,26,0,26,0,26,0,26,0,46,2,46,3,46,0,46,2,46,1,46,0,46,2,46,0,46,0
2013-08-01,Nevada,5,11,13,8,23,,10,,,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,29,1,29,1,29,0,29,0,29,1,29,0,29,0,29,0,29,0,38,3,38,2,38,1,38,1,38,2,38,0,38,1,38,0,38,0
2013-09-01,Nevada,7,14,4,11,28,,16,,,48,1,48,1,48,0,48,0,48,1,48,0,48,0,48,0,48,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,34,1,34,1,34,0,34,1,34,1,34,0,34,0,34,0,34,0,50,4,50,2,50,0,50,2,50,3,50,0,50,1,50,0,50,0
